,TUCASEID,TULINENO,HRYEAR4,PEAFNOW,PEMLR,PEHRWANT,PESCHENR,PEDWWNTO,TELE2019,TELECOVID,TELENOW,EMPA,EMPB,EMPC,EMPD,EMPSTAT,TELEALL,CORR
98988,20201010201340,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
98989,20201010201343,1,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
98990,20201010201343,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
98991,20201010201343,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
98992,20201010201343,4,2020,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99001,20201010201398,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99005,20201010201422,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99006,20201010201443,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99007,20201010201454,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99011,20201010201461,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99012,20201010201461,2,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99014,20201010201497,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99015,20201010201497,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99016,20201010201497,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99017,20201010201497,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99020,20201010201515,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99021,20201010201559,1,2020,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99022,20201010201571,1,2020,2,1,2,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99026,20201010201613,1,2020,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99027,20201010201621,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99029,20201010201646,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99031,20201010201693,1,2020,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99032,20201010201693,2,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99033,20201010201693,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99034,20201010201693,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99035,20201010201708,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99036,20201010201708,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99038,20201010201729,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99039,20201010201745,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99040,20201010201745,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99041,20201010201745,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99042,20201010201745,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99043,20201010201745,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99045,20201010201797,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99046,20201010201797,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99048,20201010201797,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99049,20201010201803,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99053,20201010201886,1,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99054,20201010201886,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99055,20201010201886,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99057,20201010201889,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99058,20201010201927,1,2020,2,2,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99061,20201010201946,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99062,20201010201946,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99063,20201010201946,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99064,20201010201946,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99066,20201010201949,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99067,20201010201949,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99068,20201010201949,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99069,20201010201949,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99071,20201010201972,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99072,20201010201984,1,2020,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99074,20201010202008,1,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99075,20201010202008,2,2020,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99076,20201010202020,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99077,20201010202020,2,2020,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99079,20201010202041,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99080,20201010202041,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99081,20201010202041,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99082,20201010202041,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99083,20201010202042,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99084,20201010202042,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99085,20201010202042,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99086,20201010202042,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99087,20201010202042,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99092,20201010202104,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99093,20201010202104,2,2020,2,7,-1,-1,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99095,20201010202106,2,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99096,20201010202106,3,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99097,20201010202122,1,2020,2,1,3,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99098,20201010202122,2,2020,2,1,3,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99102,20201010202146,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99103,20201010202155,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99104,20201010202155,2,2020,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99105,20201010202166,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99106,20201010202166,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99107,20201010202171,1,2020,2,1,2,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99111,20201010202230,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99112,20201010202230,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99113,20201010202230,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99114,20201010202230,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99115,20201010202230,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99116,20201010202238,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99117,20201010202238,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99118,20201010202238,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99119,20201010202273,1,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99123,20201010202306,1,2020,2,1,2,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1
99127,20201010202323,1,2020,2,1,2,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1
99128,20201010202323,2,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99129,20201010202323,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99130,20201010202323,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99131,20201010202337,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99132,20201010202337,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99133,20201010202339,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99134,20201010202339,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99135,20201010202339,4,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99136,20201010202339,5,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99137,20201010202358,1,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99140,20201010202358,4,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99141,20201010202358,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99142,20201010202358,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99143,20201010202373,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99144,20201010202373,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99146,20201010202373,5,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99148,20201010202378,2,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99149,20201010202378,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99150,20201010202382,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99151,20201010202382,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99152,20201010202382,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99153,20201010202382,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99154,20201010202382,5,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99155,20201108200023,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99156,20201108200023,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99157,20201108200045,1,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99158,20201108200045,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99159,20201108200045,3,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99160,20201108200078,1,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99161,20201108200078,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99162,20201108200078,3,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99163,20201108200078,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99164,20201108200079,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99165,20201108200079,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99166,20201108200079,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99168,20201108200109,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99169,20201108200109,3,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99170,20201108200109,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99172,20201108200115,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99173,20201108200115,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99175,20201108200116,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99176,20201108200116,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99178,20201108200120,2,2020,2,1,2,2,-1,-1,1,-1,1,-1,-1,-1,1,1,1
99180,20201108200125,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99181,20201108200125,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99182,20201108200125,3,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99183,20201108200125,4,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99185,20201108200133,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99186,20201108200133,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99188,20201108200143,1,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99189,20201108200143,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99190,20201108200143,3,2020,2,1,3,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99191,20201108200175,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99192,20201108200175,2,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99195,20201108200186,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99196,20201108200186,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99197,20201108200186,4,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99198,20201108200186,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99199,20201108200186,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99200,20201108200187,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99201,20201108200187,2,2020,2,1,1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,1
99203,20201108200192,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99204,20201108200192,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99206,20201108200192,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99208,20201108200208,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99209,20201108200208,3,2020,2,1,3,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99211,20201108200215,1,2020,2,1,3,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99212,20201108200215,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99213,20201108200215,3,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99214,20201108200215,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99215,20201108200223,1,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99216,20201108200223,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99217,20201108200223,3,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99218,20201108200223,4,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99219,20201108200223,5,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99220,20201108200227,1,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99221,20201108200227,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99222,20201108200227,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99225,20201108200247,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99226,20201108200260,1,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99227,20201108200260,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99229,20201108200273,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99230,20201108200273,3,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99232,20201108200273,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99233,20201108200273,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99234,20201108200273,7,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99236,20201108200307,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99237,20201108200307,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99238,20201108200307,4,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99239,20201108200508,1,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99240,20201108200508,2,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99241,20201108200535,1,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99242,20201108200535,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99243,20201108200535,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99244,20201108200557,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99245,20201108200557,2,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99246,20201108200559,1,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99247,20201108200563,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99249,20201108200574,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99250,20201108200575,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99251,20201108200577,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99252,20201108200603,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99253,20201108200603,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99254,20201108200603,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99255,20201108200603,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99256,20201108200603,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99257,20201108200608,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99258,20201108200608,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99259,20201108200608,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99260,20201108200608,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99262,20201108200613,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99263,20201108200639,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99264,20201108200645,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99265,20201108200645,2,2020,2,1,2,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99266,20201108200645,3,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99271,20201108200665,1,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99273,20201108200675,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99274,20201108200675,2,2020,2,7,-1,2,1,-1,-1,-1,-1,2,-1,2,2,-1,2
99276,20201108200698,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99277,20201108200698,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99278,20201108200704,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99279,20201108200704,2,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99280,20201108200704,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99281,20201108200708,1,2020,2,7,-1,2,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99282,20201108200708,2,2020,2,1,1,2,-1,-1,2,-1,-1,-1,2,2,2,2,1
99283,20201108200708,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99284,20201108200708,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99285,20201108200708,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99286,20201108200708,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99287,20201108200761,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99288,20201108200761,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99289,20201108200762,1,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99290,20201108200762,2,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99293,20201108200771,1,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99294,20201108200771,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99295,20201108200781,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99296,20201108200786,1,2020,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99297,20201108200787,1,2020,2,6,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99298,20201108200787,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99299,20201108200787,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99300,20201108200787,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99301,20201108200787,5,2020,2,4,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99302,20201108200792,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99303,20201108200792,2,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99304,20201108200793,1,2020,2,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99307,20201108200800,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99308,20201108200800,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99310,20201108200821,1,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99311,20201108200821,2,2020,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99312,20201108200870,1,2020,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99313,20201108200870,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99314,20201108200870,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99315,20201108200870,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99318,20201108200917,1,2020,2,1,2,2,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99319,20201108200917,2,2020,2,1,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,2,2
99320,20201108200917,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99321,20201108200917,4,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99322,20201108200917,5,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99323,20201108200917,6,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99324,20201108200917,7,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99325,20201108200939,1,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99326,20201108200939,2,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99327,20201108200939,3,2020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
99328,20201108200959,1,2020,2,7,-1,-1,2,-1,-1,-1,-1,2,-1,2,2,-1,2
99329,20201108200959,2,2020,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
99331,20201108200970,1,2020,2,1,2,-1,-1,-1,2,-1,1,-1,-1,-1,1,2,2
99332,20201108200970,2,2020,2,1,-1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2
